Alias	Name
MI0015862	hsa-mir-4254
MI0015863	hsa-mir-4255
MI0015864	hsa-mir-4252
MI0015865	hsa-mir-4325
MI0015866	hsa-mir-4326
MI0015867	hsa-mir-4327
MI0015868	hsa-mir-4261
MI0015869	hsa-mir-4265
MI0015870	hsa-mir-4266
MI0015871	hsa-mir-4267
MI0015872	hsa-mir-4262
MI0015873	hsa-mir-2355
MI0015874	hsa-mir-4268
MI0015875	hsa-mir-4269
MI0015876	hsa-mir-4263
MI0015877	hsa-mir-4264
MI0015878	hsa-mir-4270
MI0015879	hsa-mir-4271
MI0015880	hsa-mir-4272
MI0015881	hsa-mir-4273
MI0015882	hsa-mir-4276
MI0015883	hsa-mir-4275
MI0015884	hsa-mir-4274
MI0015885	hsa-mir-4281
MI0015886	hsa-mir-4277
MI0015887	hsa-mir-4279
MI0015888	hsa-mir-4278
MI0015889	hsa-mir-4280
MI0015890	hsa-mir-4282
MI0015891	hsa-mir-4285
MI0015892	hsa-mir-4283-1
MI0015893	hsa-mir-4284
MI0015894	hsa-mir-4286
MI0015895	hsa-mir-4287
MI0015896	hsa-mir-4288
MI0015897	hsa-mir-4292
MI0015898	hsa-mir-4289
MI0015899	hsa-mir-4290
MI0015900	hsa-mir-4291
MI0015901	hsa-mir-4329
MI0015902	hsa-mir-4330
MI0015903	hsa-mir-500b
MI0015904	hsa-mir-4328
MI0015971	hsa-mir-1184-2
MI0015972	hsa-mir-1184-3
MI0015973	hsa-mir-1233-2
MI0015974	hsa-mir-1244-2
MI0015975	hsa-mir-1244-3
MI0015976	hsa-mir-1270-2
MI0015977	hsa-mir-1972-2
MI0015978	hsa-mir-1302-9
MI0015979	hsa-mir-1302-10
MI0015980	hsa-mir-1302-11
MI0015981	hsa-mir-3118-6
MI0015982	hsa-mir-4283-2
MI0015983	hsa-mir-4315-2
MI0015995	hsa-mir-3605
MI0015996	hsa-mir-3606
MI0015997	hsa-mir-3607
MI0015999	hsa-mir-3609
MI0016000	hsa-mir-3610
MI0016001	hsa-mir-3611
MI0016002	hsa-mir-3612
MI0016003	hsa-mir-3613
MI0016004	hsa-mir-3614
MI0016005	hsa-mir-3615
MI0016006	hsa-mir-3616
MI0016007	hsa-mir-3617
MI0016008	hsa-mir-3618
MI0016009	hsa-mir-3619
MI0016010	hsa-mir-23c
MI0016011	hsa-mir-3620
MI0016012	hsa-mir-3621
MI0016013	hsa-mir-3622a
MI0016014	hsa-mir-3622b
MI0016046	hsa-mir-3646
MI0016048	hsa-mir-3648
MI0016049	hsa-mir-3649
MI0016050	hsa-mir-3650
MI0016051	hsa-mir-3651
MI0016052	hsa-mir-3652
MI0016053	hsa-mir-3653
MI0016054	hsa-mir-3654
MI0016055	hsa-mir-3655
MI0016056	hsa-mir-3656
MI0016057	hsa-mir-3657
MI0016058	hsa-mir-3658
MI0016060	hsa-mir-3659
MI0016061	hsa-mir-3660
MI0016062	hsa-mir-3661
MI0016063	hsa-mir-3662
MI0016064	hsa-mir-3663
MI0016065	hsa-mir-3664
MI0016066	hsa-mir-3665
MI0016067	hsa-mir-3666
MI0016068	hsa-mir-3667
MI0016069	hsa-mir-3668
MI0016070	hsa-mir-3669
MI0016071	hsa-mir-3670-1
MI0016072	hsa-mir-3671
MI0016073	hsa-mir-3672
MI0016074	hsa-mir-3673
MI0016075	hsa-mir-3674
MI0016076	hsa-mir-3675
MI0016078	hsa-mir-3677
MI0016079	hsa-mir-3678
MI0016080	hsa-mir-3679
MI0016081	hsa-mir-3680-1
MI0016082	hsa-mir-3681
MI0016083	hsa-mir-3682
MI0016084	hsa-mir-3683
MI0016085	hsa-mir-3684
MI0016086	hsa-mir-3685
MI0016087	hsa-mir-3686
MI0016088	hsa-mir-3687
MI0016089	hsa-mir-3688-1
MI0016090	hsa-mir-3689a
MI0016091	hsa-mir-3690-1
MI0016092	hsa-mir-3691
MI0016093	hsa-mir-3692
MI0016134	hsa-mir-3713
MI0016135	hsa-mir-3714
MI0016408	hsa-mir-3180-4
MI0016409	hsa-mir-3180-5
MI0016410	hsa-mir-3907
MI0016411	hsa-mir-3689b
MI0016412	hsa-mir-3908
MI0016413	hsa-mir-3909
MI0016414	hsa-mir-3910-1
MI0016415	hsa-mir-3911
MI0016416	hsa-mir-3912
MI0016417	hsa-mir-3913-1
MI0016418	hsa-mir-3913-2
MI0016419	hsa-mir-3914-1
MI0016420	hsa-mir-3915
MI0016421	hsa-mir-3914-2
MI0016422	hsa-mir-3916
MI0016423	hsa-mir-3917
MI0016424	hsa-mir-3918
MI0016425	hsa-mir-3919
MI0016426	hsa-mir-3150b
MI0016427	hsa-mir-3920
MI0016428	hsa-mir-3921
MI0016429	hsa-mir-3922
MI0016430	hsa-mir-3923
MI0016431	hsa-mir-3910-2
MI0016432	hsa-mir-3924
MI0016433	hsa-mir-3925
MI0016434	hsa-mir-3926-1
MI0016435	hsa-mir-3927
MI0016436	hsa-mir-676
MI0016437	hsa-mir-3926-2
MI0016438	hsa-mir-3928
MI0016439	hsa-mir-3929
MI0016590	hsa-mir-3934
MI0016591	hsa-mir-3935
MI0016592	hsa-mir-3936
MI0016593	hsa-mir-3937
MI0016594	hsa-mir-3938
MI0016595	hsa-mir-548y
MI0016596	hsa-mir-3939
MI0016597	hsa-mir-3940
MI0016598	hsa-mir-3941
MI0016599	hsa-mir-3942
MI0016600	hsa-mir-3943
MI0016601	hsa-mir-3944
MI0016602	hsa-mir-3945
MI0016684	hsa-mir-374c
MI0016685	hsa-mir-642b
MI0016686	hsa-mir-550b-1
MI0016687	hsa-mir-550b-2
MI0016688	hsa-mir-548z
MI0016689	hsa-mir-548aa-1
MI0016690	hsa-mir-548aa-2
MI0016746	hsa-mir-548o-2
MI0016747	hsa-mir-1254-2
MI0016748	hsa-mir-1268b
MI0016749	hsa-mir-378d-1
MI0016750	hsa-mir-378e
MI0016751	hsa-mir-548h-5
MI0016752	hsa-mir-548ab
MI0016753	hsa-mir-4417
MI0016754	hsa-mir-4418
MI0016755	hsa-mir-4419a
MI0016756	hsa-mir-378f
MI0016757	hsa-mir-4420
MI0016758	hsa-mir-4421
MI0016759	hsa-mir-4422
MI0016760	hsa-mir-4423
MI0016761	hsa-mir-378g
MI0016762	hsa-mir-548ac
MI0016763	hsa-mir-4424
MI0016764	hsa-mir-4425
MI0016765	hsa-mir-4426
MI0016766	hsa-mir-4427
MI0016767	hsa-mir-4428
MI0016768	hsa-mir-4429
MI0016769	hsa-mir-4430
MI0016770	hsa-mir-548ad
MI0016771	hsa-mir-4431
MI0016772	hsa-mir-4432
MI0016773	hsa-mir-4433
MI0016774	hsa-mir-4434
MI0016775	hsa-mir-4435-1
MI0016776	hsa-mir-4436a
MI0016777	hsa-mir-4435-2
MI0016778	hsa-mir-4437
MI0016779	hsa-mir-548ae-1
MI0016780	hsa-mir-548ae-2
MI0016781	hsa-mir-4438
MI0016782	hsa-mir-4439
MI0016783	hsa-mir-4440
MI0016784	hsa-mir-4441
MI0016785	hsa-mir-4442
MI0016786	hsa-mir-4443
MI0016787	hsa-mir-4444-1
MI0016788	hsa-mir-4445
MI0016789	hsa-mir-4446
MI0016790	hsa-mir-4447
MI0016791	hsa-mir-4448
MI0016792	hsa-mir-4449
MI0016793	hsa-mir-548ag-1
MI0016794	hsa-mir-548ag-2
MI0016795	hsa-mir-4450
MI0016796	hsa-mir-548ah
MI0016797	hsa-mir-4451
MI0016798	hsa-mir-4452
MI0016799	hsa-mir-4453
MI0016800	hsa-mir-4454
MI0016801	hsa-mir-4455
MI0016802	hsa-mir-4456
MI0016803	hsa-mir-4457
MI0016804	hsa-mir-4458
MI0016805	hsa-mir-4459
MI0016806	hsa-mir-4460
MI0016807	hsa-mir-4461
MI0016808	hsa-mir-378h
MI0016809	hsa-mir-3135b
MI0016810	hsa-mir-4462
MI0016811	hsa-mir-4463
MI0016812	hsa-mir-4464
MI0016813	hsa-mir-548ai
MI0016814	hsa-mir-548aj-1
MI0016815	hsa-mir-548aj-2
MI0016816	hsa-mir-4465
MI0016817	hsa-mir-4466
MI0016818	hsa-mir-4467
MI0016819	hsa-mir-4468
MI0016820	hsa-mir-4469
MI0016821	hsa-mir-4470
MI0016822	hsa-mir-4471
MI0016823	hsa-mir-4472-1
MI0016824	hsa-mir-4472-2
MI0016825	hsa-mir-4473
MI0016826	hsa-mir-4474
MI0016827	hsa-mir-4475
MI0016828	hsa-mir-4476
MI0016829	hsa-mir-4477a
MI0016830	hsa-mir-4477b
MI0016831	hsa-mir-4478
MI0016832	hsa-mir-3689c
MI0016833	hsa-mir-548x-2
MI0016834	hsa-mir-3689d-1
MI0016835	hsa-mir-3689d-2
MI0016836	hsa-mir-3689e
MI0016837	hsa-mir-3689f
MI0016838	hsa-mir-4479
MI0016839	hsa-mir-3155b
MI0016840	hsa-mir-548ak
MI0016841	hsa-mir-4480
MI0016842	hsa-mir-4481
MI0016843	hsa-mir-4482
MI0016844	hsa-mir-4483
MI0016845	hsa-mir-4484
MI0016846	hsa-mir-4485
MI0016847	hsa-mir-4486
MI0016848	hsa-mir-4487
MI0016849	hsa-mir-4488
MI0016850	hsa-mir-4489
MI0016851	hsa-mir-548al
MI0016852	hsa-mir-4490
MI0016853	hsa-mir-4491
MI0016854	hsa-mir-4492
MI0016855	hsa-mir-4493
MI0016856	hsa-mir-4494
MI0016857	hsa-mir-4495
MI0016858	hsa-mir-4496
MI0016859	hsa-mir-4497
MI0016860	hsa-mir-4498
MI0016861	hsa-mir-4419b
MI0016862	hsa-mir-4499
MI0016863	hsa-mir-4500
MI0016864	hsa-mir-4501
MI0016865	hsa-mir-4502
MI0016866	hsa-mir-4503
MI0016867	hsa-mir-4504
MI0016868	hsa-mir-4505
MI0016869	hsa-mir-4506
MI0016870	hsa-mir-2392
MI0016871	hsa-mir-4507
MI0016872	hsa-mir-4508
MI0016873	hsa-mir-4509-1
MI0016874	hsa-mir-4509-2
MI0016875	hsa-mir-4509-3
MI0016876	hsa-mir-4510
MI0016877	hsa-mir-4511
MI0016878	hsa-mir-4512
MI0016879	hsa-mir-4513
MI0016880	hsa-mir-4514
MI0016881	hsa-mir-4515
MI0016882	hsa-mir-4516
MI0016883	hsa-mir-4517
MI0016884	hsa-mir-4518
MI0016885	hsa-mir-4519
MI0016886	hsa-mir-4520a
MI0016887	hsa-mir-4521
MI0016888	hsa-mir-1269b
MI0016889	hsa-mir-4522
MI0016890	hsa-mir-4523
MI0016891	hsa-mir-4524a
MI0016892	hsa-mir-4525
MI0016893	hsa-mir-4526
MI0016894	hsa-mir-4527
MI0016895	hsa-mir-4528
MI0016896	hsa-mir-4529
MI0016897	hsa-mir-4530
MI0016898	hsa-mir-4531
MI0016899	hsa-mir-4532
MI0016900	hsa-mir-4533
MI0016901	hsa-mir-4534
MI0016902	hsa-mir-378i
MI0016903	hsa-mir-4535
MI0016904	hsa-mir-548am
MI0016905	hsa-mir-1587
MI0016906	hsa-mir-4536-1
MI0016907	hsa-mir-548an
MI0016908	hsa-mir-4537
MI0016909	hsa-mir-4538
MI0016910	hsa-mir-4539
MI0016911	hsa-mir-4540
MI0016964	hsa-mir-3960
MI0016990	hsa-mir-3972
MI0016991	hsa-mir-3973
MI0016992	hsa-mir-3974
MI0016993	hsa-mir-3975
MI0016994	hsa-mir-3976
MI0016995	hsa-mir-3977
MI0016996	hsa-mir-3978
MI0017259	hsa-mir-4632
MI0017260	hsa-mir-4633
MI0017261	hsa-mir-4634
MI0017262	hsa-mir-4635
MI0017263	hsa-mir-4636
MI0017264	hsa-mir-4637
MI0017265	hsa-mir-4638
MI0017266	hsa-mir-4639
MI0017267	hsa-mir-4640
MI0017268	hsa-mir-4641
MI0017269	hsa-mir-4642
MI0017270	hsa-mir-4643
MI0017271	hsa-mir-4644
MI0017272	hsa-mir-4645
MI0017273	hsa-mir-4646
MI0017274	hsa-mir-4647
MI0017275	hsa-mir-4648
MI0017276	hsa-mir-4649
MI0017277	hsa-mir-4650-1
MI0017278	hsa-mir-4650-2
MI0017279	hsa-mir-4651
MI0017280	hsa-mir-4652
MI0017281	hsa-mir-4653
MI0017282	hsa-mir-4654
MI0017283	hsa-mir-4655
MI0017284	hsa-mir-4656
MI0017285	hsa-mir-4657
MI0017286	hsa-mir-4658
MI0017287	hsa-mir-4659a
MI0017288	hsa-mir-4660
MI0017289	hsa-mir-4661
MI0017290	hsa-mir-4662a
MI0017291	hsa-mir-4659b
MI0017292	hsa-mir-4663
MI0017293	hsa-mir-4662b
MI0017294	hsa-mir-4664
MI0017295	hsa-mir-4665
MI0017296	hsa-mir-4666a
MI0017297	hsa-mir-4667
MI0017298	hsa-mir-4668
MI0017299	hsa-mir-219b
MI0017300	hsa-mir-4669
MI0017301	hsa-mir-4670
MI0017302	hsa-mir-4671
MI0017303	hsa-mir-4672
MI0017304	hsa-mir-4673
MI0017305	hsa-mir-4674
MI0017306	hsa-mir-4675
MI0017307	hsa-mir-4676
MI0017308	hsa-mir-4677
MI0017309	hsa-mir-4678
MI0017310	hsa-mir-4679-1
MI0017311	hsa-mir-4679-2
MI0017312	hsa-mir-4680
MI0017313	hsa-mir-4681
MI0017314	hsa-mir-4682
MI0017315	hsa-mir-4683
MI0017316	hsa-mir-4684
MI0017317	hsa-mir-4685
MI0017318	hsa-mir-4686
MI0017319	hsa-mir-4687
MI0017320	hsa-mir-1343
MI0017321	hsa-mir-4688
MI0017322	hsa-mir-4689
MI0017323	hsa-mir-4690
MI0017324	hsa-mir-4691
MI0017325	hsa-mir-4692
MI0017326	hsa-mir-4693
MI0017327	hsa-mir-4694
MI0017328	hsa-mir-4695
MI0017329	hsa-mir-4696
MI0017330	hsa-mir-4697
MI0017331	hsa-mir-4698
MI0017332	hsa-mir-4699
MI0017333	hsa-mir-4700
MI0017334	hsa-mir-4701
MI0017335	hsa-mir-3198-2
MI0017336	hsa-mir-4703
MI0017337	hsa-mir-4704
MI0017338	hsa-mir-4705
MI0017339	hsa-mir-4706
MI0017340	hsa-mir-4707
MI0017341	hsa-mir-4708
MI0017342	hsa-mir-4709
MI0017343	hsa-mir-203b
MI0017344	hsa-mir-4710
MI0017345	hsa-mir-4711
MI0017346	hsa-mir-4712
MI0017347	hsa-mir-4713
MI0017348	hsa-mir-4714
MI0017349	hsa-mir-4715
MI0017350	hsa-mir-4716
MI0017351	hsa-mir-3529
MI0017352	hsa-mir-4717
MI0017353	hsa-mir-4718
MI0017354	hsa-mir-4719
MI0017355	hsa-mir-4720
MI0017356	hsa-mir-4721
MI0017357	hsa-mir-4722
MI0017358	hsa-mir-4520b
MI0017359	hsa-mir-4723
MI0017360	hsa-mir-451b
MI0017361	hsa-mir-4724
MI0017362	hsa-mir-4725
MI0017363	hsa-mir-4726
MI0017364	hsa-mir-4727
MI0017365	hsa-mir-4728
MI0017366	hsa-mir-4729
MI0017367	hsa-mir-4730
MI0017368	hsa-mir-4731
MI0017369	hsa-mir-4732
MI0017370	hsa-mir-4733
MI0017371	hsa-mir-4734
MI0017372	hsa-mir-4735
MI0017373	hsa-mir-4736
MI0017374	hsa-mir-4737
MI0017375	hsa-mir-3064
MI0017376	hsa-mir-4738
MI0017377	hsa-mir-4739
MI0017378	hsa-mir-4740
MI0017379	hsa-mir-4741
MI0017380	hsa-mir-4742
MI0017381	hsa-mir-4743
MI0017382	hsa-mir-4744
MI0017383	hsa-mir-3591
MI0017384	hsa-mir-4745
MI0017385	hsa-mir-4746
MI0017386	hsa-mir-4747
MI0017387	hsa-mir-4748
MI0017388	hsa-mir-4749
MI0017389	hsa-mir-4750
MI0017390	hsa-mir-4751
MI0017391	hsa-mir-4752
MI0017392	hsa-mir-4753
MI0017393	hsa-mir-371b
MI0017394	hsa-mir-4754
MI0017395	hsa-mir-4755
MI0017396	hsa-mir-499b
MI0017397	hsa-mir-4756
MI0017398	hsa-mir-4757
MI0017399	hsa-mir-4758
MI0017400	hsa-mir-4759
MI0017401	hsa-mir-4760
MI0017402	hsa-mir-4761
MI0017403	hsa-mir-4762
MI0017404	hsa-mir-4763
MI0017405	hsa-mir-4764
MI0017406	hsa-mir-4765
MI0017407	hsa-mir-4766
MI0017408	hsa-mir-4767
MI0017409	hsa-mir-4768
MI0017410	hsa-mir-4769
MI0017411	hsa-mir-4770
MI0017412	hsa-mir-4771-1
MI0017413	hsa-mir-4771-2
MI0017414	hsa-mir-4772
MI0017415	hsa-mir-4773-1
MI0017416	hsa-mir-4773-2
MI0017417	hsa-mir-4774
MI0017418	hsa-mir-4775
MI0017419	hsa-mir-4776-1
MI0017420	hsa-mir-4776-2
MI0017421	hsa-mir-4777
MI0017422	hsa-mir-4778
MI0017423	hsa-mir-4779
MI0017424	hsa-mir-4780
MI0017425	hsa-mir-4436b-1
MI0017426	hsa-mir-4781
MI0017427	hsa-mir-4782
MI0017428	hsa-mir-4783
MI0017429	hsa-mir-4784
MI0017430	hsa-mir-4785
MI0017431	hsa-mir-1245b
MI0017432	hsa-mir-2467
MI0017433	hsa-mir-4786
MI0017434	hsa-mir-4787
MI0017435	hsa-mir-4788
MI0017436	hsa-mir-4789
MI0017437	hsa-mir-4790
MI0017438	hsa-mir-4791
MI0017439	hsa-mir-4792
MI0017440	hsa-mir-4793
MI0017441	hsa-mir-4794
MI0017442	hsa-mir-4795
MI0017443	hsa-mir-4796
MI0017444	hsa-mir-4797
MI0017445	hsa-mir-4798
MI0017446	hsa-mir-4799
MI0017447	hsa-mir-3688-2
MI0017448	hsa-mir-4800
MI0017449	hsa-mir-4801
MI0017450	hsa-mir-4802
MI0017451	hsa-mir-4803
MI0017452	hsa-mir-4804
MI0017865	hsa-mir-4999
MI0017866	hsa-mir-5000
MI0017867	hsa-mir-5001
MI0017868	hsa-mir-5002
MI0017869	hsa-mir-5003
MI0017870	hsa-mir-5004
MI0017871	hsa-mir-548ao
MI0017873	hsa-mir-5006
MI0017874	hsa-mir-5007
MI0017875	hsa-mir-548ap
MI0017876	hsa-mir-5008
MI0017877	hsa-mir-5009
MI0017878	hsa-mir-5010
MI0017879	hsa-mir-5011
MI0017932	hsa-mir-5047
MI0017976	hsa-mir-5087
MI0017977	hsa-mir-5088
MI0017978	hsa-mir-5089
MI0017979	hsa-mir-5090
MI0017980	hsa-mir-5091
MI0017981	hsa-mir-5092
MI0017982	hsa-mir-5093
MI0017983	hsa-mir-5094
MI0018001	hsa-mir-5095
MI0018002	hsa-mir-1273f
MI0018003	hsa-mir-1273g
MI0018004	hsa-mir-5096
MI0018165	hsa-mir-5186
MI0018166	hsa-mir-5187
MI0018167	hsa-mir-5188
MI0018168	hsa-mir-5189
MI0018169	hsa-mir-5190
MI0018170	hsa-mir-5191
MI0018171	hsa-mir-5192
MI0018172	hsa-mir-5193
MI0018173	hsa-mir-5194
MI0018174	hsa-mir-5195
MI0018175	hsa-mir-5196
MI0018176	hsa-mir-5197
MI0019110	hsa-mir-4436b-2
MI0019111	hsa-mir-4444-2
MI0019112	hsa-mir-3670-2
MI0019113	hsa-mir-3680-2
MI0019114	hsa-mir-4524b
MI0019115	hsa-mir-5571
MI0019116	hsa-mir-5100
MI0019117	hsa-mir-5572
MI0019130	hsa-mir-548aq
MI0019131	hsa-mir-548ar
MI0019132	hsa-mir-548as
MI0019133	hsa-mir-5579
MI0019134	hsa-mir-664b
MI0019135	hsa-mir-5580
MI0019136	hsa-mir-5581
MI0019137	hsa-mir-548at
MI0019138	hsa-mir-5582
MI0019139	hsa-mir-5583-1
MI0019140	hsa-mir-5583-2
MI0019141	hsa-mir-5584
MI0019142	hsa-mir-5585
MI0019143	hsa-mir-5586
MI0019144	hsa-mir-5587
MI0019145	hsa-mir-548au
MI0019146	hsa-mir-1295b
MI0019147	hsa-mir-5588
MI0019148	hsa-mir-5589
MI0019149	hsa-mir-4536-2
MI0019150	hsa-mir-5590
MI0019151	hsa-mir-5591
MI0019152	hsa-mir-548av
MI0019280	hsa-mir-5680
MI0019281	hsa-mir-5681a
MI0019282	hsa-mir-5682
MI0019283	hsa-mir-548aw
MI0019284	hsa-mir-5683
MI0019285	hsa-mir-5684
MI0019286	hsa-mir-548ax
MI0019287	hsa-mir-5685
MI0019288	hsa-mir-5692c-1
MI0019289	hsa-mir-5692c-2
MI0019291	hsa-mir-5687
MI0019292	hsa-mir-5688
MI0019293	hsa-mir-5681b
MI0019294	hsa-mir-5689
MI0019295	hsa-mir-5690
MI0019296	hsa-mir-5691
MI0019297	hsa-mir-5692a-1
MI0019298	hsa-mir-5692a-2
MI0019299	hsa-mir-4666b
MI0019300	hsa-mir-5693
MI0019301	hsa-mir-5694
MI0019302	hsa-mir-5695
MI0019303	hsa-mir-5696
MI0019304	hsa-mir-5697
MI0019305	hsa-mir-5698
MI0019306	hsa-mir-5699
MI0019307	hsa-mir-5700
MI0019308	hsa-mir-5701-1
MI0019309	hsa-mir-5702
MI0019310	hsa-mir-5703
MI0019311	hsa-mir-5692b
MI0019312	hsa-mir-5704
MI0019313	hsa-mir-5705
MI0019314	hsa-mir-5706
MI0019315	hsa-mir-5707
MI0019316	hsa-mir-5708
MI0019412	hsa-mir-5739
MI0019593	hsa-mir-5701-2
MI0019797	hsa-mir-5787
MI0020340	hsa-mir-1199
MI0020345	hsa-mir-6068
MI0020346	hsa-mir-6069
MI0020347	hsa-mir-6070
MI0020348	hsa-mir-6071
MI0020349	hsa-mir-6072
MI0020350	hsa-mir-6073
MI0020351	hsa-mir-6074
MI0020352	hsa-mir-6075
MI0020353	hsa-mir-6076
MI0020354	hsa-mir-6077-1
MI0020355	hsa-mir-6078
MI0020356	hsa-mir-6079
MI0020357	hsa-mir-6080
MI0020358	hsa-mir-6081
MI0020359	hsa-mir-6082
MI0020360	hsa-mir-6083
MI0020361	hsa-mir-6084
MI0020362	hsa-mir-6085
MI0020363	hsa-mir-6086
MI0020364	hsa-mir-6087
MI0020365	hsa-mir-6088
MI0020366	hsa-mir-6089-1
MI0020367	hsa-mir-6090
MI0021258	hsa-mir-6124
MI0021259	hsa-mir-6125
MI0021260	hsa-mir-6126
MI0021271	hsa-mir-6127
MI0021272	hsa-mir-6128
MI0021273	hsa-mir-378j
MI0021274	hsa-mir-6129
MI0021275	hsa-mir-6130
MI0021276	hsa-mir-6131
MI0021277	hsa-mir-6132
MI0021278	hsa-mir-6133
MI0021279	hsa-mir-6134
MI0021472	hsa-mir-6165
MI0022209	hsa-mir-6499
MI0022210	hsa-mir-548ay
MI0022211	hsa-mir-6500
MI0022212	hsa-mir-548az
MI0022213	hsa-mir-6501
MI0022214	hsa-mir-6502
MI0022215	hsa-mir-6503
MI0022216	hsa-mir-6504
MI0022217	hsa-mir-6505
MI0022218	hsa-mir-6506
MI0022219	hsa-mir-6507
MI0022220	hsa-mir-6508
MI0022221	hsa-mir-6509
MI0022222	hsa-mir-6510
MI0022223	hsa-mir-6511a-1
MI0022224	hsa-mir-6512
MI0022225	hsa-mir-6513
MI0022226	hsa-mir-6514
MI0022227	hsa-mir-6515
MI0022548	hsa-mir-6715a
MI0022549	hsa-mir-6715b
MI0022550	hsa-mir-6716
MI0022551	hsa-mir-6717
MI0022552	hsa-mir-6511b-1
MI0022553	hsa-mir-6718
MI0022554	hsa-mir-6719
MI0022555	hsa-mir-6720
MI0022556	hsa-mir-6721
MI0022557	hsa-mir-6722
MI0022558	hsa-mir-6723
MI0022560	hsa-mir-892c
MI0022571	hsa-mir-6726
MI0022572	hsa-mir-6727
MI0022573	hsa-mir-6728
MI0022574	hsa-mir-6729
MI0022575	hsa-mir-6730
MI0022576	hsa-mir-6731
MI0022577	hsa-mir-6732
MI0022578	hsa-mir-6733
MI0022579	hsa-mir-6734
MI0022580	hsa-mir-6735
MI0022581	hsa-mir-6736
MI0022582	hsa-mir-6737
MI0022583	hsa-mir-6738
MI0022584	hsa-mir-6739
MI0022585	hsa-mir-6740
MI0022586	hsa-mir-6741
MI0022587	hsa-mir-6742
MI0022588	hsa-mir-6743
MI0022589	hsa-mir-6744
MI0022590	hsa-mir-6745
MI0022591	hsa-mir-6746
MI0022592	hsa-mir-6747
MI0022593	hsa-mir-6748
MI0022594	hsa-mir-6749
MI0022595	hsa-mir-6750
MI0022596	hsa-mir-6751
MI0022597	hsa-mir-6752
MI0022598	hsa-mir-6753
MI0022599	hsa-mir-6754
MI0022600	hsa-mir-6755
MI0022601	hsa-mir-6756
MI0022602	hsa-mir-6757
MI0022603	hsa-mir-6758
MI0022604	hsa-mir-6759
MI0022605	hsa-mir-6760
MI0022606	hsa-mir-6761
MI0022607	hsa-mir-6762
MI0022608	hsa-mir-6763
MI0022609	hsa-mir-6764
MI0022610	hsa-mir-6765
MI0022611	hsa-mir-6766
MI0022612	hsa-mir-6767
MI0022613	hsa-mir-6768
MI0022614	hsa-mir-6769a
MI0022615	hsa-mir-6770-1
MI0022616	hsa-mir-6771
MI0022617	hsa-mir-6772
MI0022618	hsa-mir-6773
MI0022619	hsa-mir-6774
MI0022620	hsa-mir-6775
MI0022621	hsa-mir-6776
MI0022622	hsa-mir-6777
MI0022623	hsa-mir-6778
MI0022624	hsa-mir-6779
MI0022625	hsa-mir-6780a
MI0022626	hsa-mir-6781
MI0022627	hsa-mir-6782
MI0022628	hsa-mir-6783
MI0022629	hsa-mir-6784
MI0022630	hsa-mir-6785
MI0022631	hsa-mir-6786
MI0022632	hsa-mir-6787
MI0022633	hsa-mir-6788
MI0022634	hsa-mir-6789
MI0022635	hsa-mir-6790
MI0022636	hsa-mir-6791
MI0022637	hsa-mir-6792
MI0022638	hsa-mir-6793
MI0022639	hsa-mir-6794
MI0022640	hsa-mir-6795
MI0022641	hsa-mir-6796
MI0022642	hsa-mir-6797
MI0022643	hsa-mir-6798
MI0022644	hsa-mir-6799
MI0022645	hsa-mir-6800
MI0022646	hsa-mir-6801
MI0022647	hsa-mir-6802
MI0022648	hsa-mir-6803
MI0022649	hsa-mir-6804
MI0022650	hsa-mir-6805
MI0022651	hsa-mir-6806
MI0022652	hsa-mir-6807
MI0022653	hsa-mir-6808
MI0022654	hsa-mir-6809
MI0022655	hsa-mir-6810
MI0022656	hsa-mir-6811
MI0022657	hsa-mir-6812
MI0022658	hsa-mir-6813
MI0022659	hsa-mir-6814
MI0022660	hsa-mir-6815
MI0022661	hsa-mir-6816
MI0022662	hsa-mir-6817
MI0022663	hsa-mir-6818
MI0022664	hsa-mir-6819
MI0022665	hsa-mir-6820
MI0022666	hsa-mir-6821
MI0022667	hsa-mir-6822
MI0022668	hsa-mir-6823
MI0022669	hsa-mir-6824
MI0022670	hsa-mir-6825
MI0022671	hsa-mir-6826
MI0022672	hsa-mir-6827
MI0022673	hsa-mir-6828
MI0022674	hsa-mir-6829
MI0022675	hsa-mir-6830
MI0022676	hsa-mir-6831
MI0022677	hsa-mir-6832
MI0022678	hsa-mir-6833
MI0022679	hsa-mir-6834
MI0022680	hsa-mir-6835
MI0022681	hsa-mir-6780b
MI0022682	hsa-mir-6836
MI0022683	hsa-mir-6837
MI0022684	hsa-mir-6838
MI0022685	hsa-mir-6839
MI0022686	hsa-mir-6840
MI0022687	hsa-mir-6841
MI0022688	hsa-mir-6842
MI0022689	hsa-mir-6843
MI0022690	hsa-mir-6844
MI0022691	hsa-mir-6845
MI0022692	hsa-mir-6846
MI0022693	hsa-mir-6847
MI0022694	hsa-mir-6848
MI0022695	hsa-mir-6849
MI0022696	hsa-mir-6850
MI0022697	hsa-mir-6851
MI0022698	hsa-mir-6852
MI0022699	hsa-mir-6853
MI0022700	hsa-mir-6854
MI0022701	hsa-mir-6855
MI0022702	hsa-mir-6856
MI0022703	hsa-mir-6857
MI0022704	hsa-mir-6858
MI0022705	hsa-mir-6859-1
MI0022706	hsa-mir-6769b
MI0022707	hsa-mir-6860
MI0022708	hsa-mir-6861
MI0022709	hsa-mir-6862-1
MI0022710	hsa-mir-6863
